,0,1,2,3,4
0,1.6980630877909915,1.2920337502488786,-0.7818410531775263,-0.25453311295848646,-1.1604507554284833
1,-0.04448369459790572,-0.040029247802619385,-0.204190011019608,-0.22935472178393598,0.46223187207621264
2,1.6460762162595954,0.8709988390910104,1.1220540361998559,-0.07079064718054856,0.3234604347318933
3,0.495270338198,-0.13375393158710855,-0.1961897246057592,-1.7026475488495803,-0.9461654885130709
4,-0.0245495934005968,-0.11420738156528415,-0.6729999476179407,-0.9451737532011378,0.5074893029417828
5,0.11019244229605366,0.06665130427559052,0.3376119886202399,-0.08742382506190542,-1.8948393392086753
6,-0.36755003323234453,-0.35612011123516135,-1.5407134378946619,-0.1265013103600489,1.1143543965301967
7,-0.0023290503929428745,0.3472264676871681,-0.06402074166340627,0.5137365882365821,-0.7206849123105182
8,0.3096898845049064,-0.41201118733588005,-1.2367692784966475,-1.3711949089539215,-0.2892545300491469
9,-0.8669920434775503,-0.696436671794795,-0.7722087787135002,-0.4562102121301166,-0.6622770809512295
